table,wiki_id,confidence,array_has_dup,question,fragments,suggested_merge,full_similar
knowledge_base_v1_t1,ICWIKI202503040027,MEDIUM,Y,扫地机基座的日常清理视频,基站如何清洁 | 可以来指导下怎么清洗基座吗,基站如何清洁，可以来指导下怎么清洗基座吗,"[""更换集尘袋的视频"", ""清理清水箱的视频"", ""清理污水箱的视频"", ""清理清洗盘的视频"", ""如何更换集尘袋的视频"", ""如何更换集尘袋"", ""在哪儿更换集尘袋"", ""发一下更换尘袋的视频"", ""更换集尘袋教程"", ""更换那种集尘袋？"", ""请给我图示如何更换集尘袋"", ""如何清理清洗盘"", ""清理清洗盘的视频"", ""基站如何清理"", ""基站如何清洁"", ""可以来指导下怎么清洗基座吗""]"
knowledge_base_v1_t1,ICWIKI202503130057,MEDIUM,,错误55-请检查清洗盘是否堵塞,错误55 | 请检查清洗盘是否堵塞,错误55，请检查清洗盘是否堵塞,"[""错误55"", ""请检查清洗盘是否堵塞""]"
knowledge_base_v1_t1,ICWIKI202503180001,MEDIUM,,以旧换新活动规则,以旧换新申请后新机在哪个平台购买 | 可以在天猫/京东/苏宁/有品等其它渠道以旧换新吗,以旧换新申请后新机在哪个平台购买，可以在天猫/京东/苏宁/有品等其它渠道以旧换新吗,"[""可以换购么？"", ""有换购活动么？"", ""如何参与产品回收活动"", ""以旧换新"", ""参加以旧换新"", ""以旧换新申请后新机在哪个平台购买"", ""可以在天猫/京东/苏宁/有品等其它渠道以旧换新吗"", ""补差价换新机活动"", ""以旧换新减多少""]"
knowledge_base_v1_t1,ICWIKI202504210102,MEDIUM,,机身高度是多少,可以通过多高的距离 | 可以通过最低多高的位置,可以通过多高的距离，可以通过最低多高的位置,"[""可以通过多高的距离"", ""可以通过最低多高的位置""]"
knowledge_base_v1_t1,ICWIKI202505190018,MEDIUM,,错误6—请拆卸并清理边刷,错误6-边刷可能缠绕异物 | 请拆卸并清理,错误6-边刷可能缠绕异物，请拆卸并清理,"[""错误6-边刷可能缠绕异物"", ""请拆卸并清理"", ""错误6"", ""错误6怎么办"", ""什么是错误6"", ""错误六""]"
knowledge_base_v1_t1,ICWIKI202505190019,MEDIUM,,错误1-请拨动激光测距传感器，确认无遮挡或被卡住,清拨动激光测距传感器 | 确认无遮挡或被卡住,清拨动激光测距传感器，确认无遮挡或被卡住,"[""故障1怎么办"", ""清拨动激光测距传感器"", ""确认无遮挡或被卡住"", ""什么是错误1"", ""错误1是什么问题"", ""机器人报错误1怎么办？"", ""错误1"", ""激光头异常""]"
knowledge_base_v1_t1,ICWIKI202506090006,MEDIUM,,延保添加失败,显示“产品未配置 | 请联系客服处理”怎么办,显示“产品未配置，请联系客服处理”怎么办,"[""电子保卡一直无法激活"", ""保修卡申请失败"", ""显示“产品未配置"", ""请联系客服处理”怎么办""]"
knowledge_base_v1_t1,ICWIKI202507210056,MEDIUM,,如何联系人工客服,如何缴纳检修费用 | 可以修改取件时间吗？,如何缴纳检修费用，可以修改取件时间吗？,"[""投诉"", ""设备出现损坏怎么办"", ""有售后维修点嘛？"", ""石头扫地机的维修点有哪些？"", ""如何联系售后"", ""如何缴纳检修费用"", ""可以修改取件时间吗？"", ""如何更换发票"", ""维修地点在哪里"", ""越障门槛条增高版在哪里买？"", ""如何预约拆机"", ""如何报修"", ""上门维修"", ""晒单权益有什么"", ""清水箱坏了"", ""老客户没有优惠吗"", ""污水管接口断了"", ""如何买T6的配件"", ""滤网没有收到"", ""更换电池多少钱"", ""购机是否有赠品？"", ""扫地机上门收费标准"", ""设备需要维修怎么办？"", ""维修地点有么？"", ""已经申请退款"", ""请处理一下退款申请"", ""为什么我没有时来运转的礼盒呢"", ""少发货怎么办"", ""如何撤回维修单"", ""如何快递预约"", ""返厂维修"", ""如何申请报修单"", ""底座充电片坏了"", ""如何进行售后维修？"", ""驱动轮坏了"", ""增高爬坡垫有吗"", ""如何购买电池"", ""扫地机进水需维修怎么办"", ""越障门槛条怎么加购延长件？"", ""延长件在哪里买"", ""新用户专享礼是什么"", ""主轮损坏如何维修"", ""购买的配件和原装对不上"", ""如何联系维修"", ""赠品没发全"", ""预约维修"", ""如何取消预约"", ""要加高套件怎么下单？"", ""拖布支架在哪里买"", ""要买拖布支架"", ""怎么领取石来运转礼品"", ""我的扫地机器人坏了"", ""怎么修"", ""洗地机的过滤海绵在哪里买？"", ""过滤海绵有没有卖的"", ""主轮轮胎皮磨损没了"", ""安装预约时间约满怎么办"", ""朋友圈晒单礼是什么？"", ""咨询拆装服务"", ""内购有哪些优惠"", ""我要重新下单"", ""请帮我尽快退款"", ""拖布上的胶带不粘了在哪里买？"", ""旋转拖布的粘胶怎么买"", ""万向轮怎么购买"", ""购机礼包有什么"", ""有在线服务么？"", ""进水短路怎么办"", ""退货帮我通过一下"", ""如何购买水箱"", ""我想要一块爬坡版"", ""维修支付链接在哪里？"", ""预约安装失败怎么办"", ""洗地机清洁毛刷如何购买"", ""预约安装为什么被取消"", ""为什么取消安装没有通知"", ""售后订单如何支付"", ""发一下水箱购买链接"", ""购买拖布支架"", ""预约寄件后快递员未上门取件应如何处理？"", ""反馈的问题目前进展如何？"", ""预约安装电话填写错误"", ""购买底部托盘配件"", ""购买清洗盘"", ""购买清洗槽"", ""高速自清洁刷购买"", ""朋友圈晒单"", ""如何购买一次性拖布支架"", ""购买的清洁液漏液"", ""人工"", ""转人工"", ""买水箱"", ""维修故障原因查询"", ""申请取消延保审核"", ""返修的订单一直没有取件怎么办"", ""维修寄回哪些部分""]"
knowledge_base_v1_t1,ICWIKI202507210056,MEDIUM,,如何联系人工客服,已经申请退款 | 请处理一下退款申请,已经申请退款，请处理一下退款申请,"[""投诉"", ""设备出现损坏怎么办"", ""有售后维修点嘛？"", ""石头扫地机的维修点有哪些？"", ""如何联系售后"", ""如何缴纳检修费用"", ""可以修改取件时间吗？"", ""如何更换发票"", ""维修地点在哪里"", ""越障门槛条增高版在哪里买？"", ""如何预约拆机"", ""如何报修"", ""上门维修"", ""晒单权益有什么"", ""清水箱坏了"", ""老客户没有优惠吗"", ""污水管接口断了"", ""如何买T6的配件"", ""滤网没有收到"", ""更换电池多少钱"", ""购机是否有赠品？"", ""扫地机上门收费标准"", ""设备需要维修怎么办？"", ""维修地点有么？"", ""已经申请退款"", ""请处理一下退款申请"", ""为什么我没有时来运转的礼盒呢"", ""少发货怎么办"", ""如何撤回维修单"", ""如何快递预约"", ""返厂维修"", ""如何申请报修单"", ""底座充电片坏了"", ""如何进行售后维修？"", ""驱动轮坏了"", ""增高爬坡垫有吗"", ""如何购买电池"", ""扫地机进水需维修怎么办"", ""越障门槛条怎么加购延长件？"", ""延长件在哪里买"", ""新用户专享礼是什么"", ""主轮损坏如何维修"", ""购买的配件和原装对不上"", ""如何联系维修"", ""赠品没发全"", ""预约维修"", ""如何取消预约"", ""要加高套件怎么下单？"", ""拖布支架在哪里买"", ""要买拖布支架"", ""怎么领取石来运转礼品"", ""我的扫地机器人坏了"", ""怎么修"", ""洗地机的过滤海绵在哪里买？"", ""过滤海绵有没有卖的"", ""主轮轮胎皮磨损没了"", ""安装预约时间约满怎么办"", ""朋友圈晒单礼是什么？"", ""咨询拆装服务"", ""内购有哪些优惠"", ""我要重新下单"", ""请帮我尽快退款"", ""拖布上的胶带不粘了在哪里买？"", ""旋转拖布的粘胶怎么买"", ""万向轮怎么购买"", ""购机礼包有什么"", ""有在线服务么？"", ""进水短路怎么办"", ""退货帮我通过一下"", ""如何购买水箱"", ""我想要一块爬坡版"", ""维修支付链接在哪里？"", ""预约安装失败怎么办"", ""洗地机清洁毛刷如何购买"", ""预约安装为什么被取消"", ""为什么取消安装没有通知"", ""售后订单如何支付"", ""发一下水箱购买链接"", ""购买拖布支架"", ""预约寄件后快递员未上门取件应如何处理？"", ""反馈的问题目前进展如何？"", ""预约安装电话填写错误"", ""购买底部托盘配件"", ""购买清洗盘"", ""购买清洗槽"", ""高速自清洁刷购买"", ""朋友圈晒单"", ""如何购买一次性拖布支架"", ""购买的清洁液漏液"", ""人工"", ""转人工"", ""买水箱"", ""维修故障原因查询"", ""申请取消延保审核"", ""返修的订单一直没有取件怎么办"", ""维修寄回哪些部分""]"
knowledge_base_v1_t1,ICWIKI202507210056,MEDIUM,,如何联系人工客服,我要重新下单 | 请帮我尽快退款,我要重新下单，请帮我尽快退款,"[""投诉"", ""设备出现损坏怎么办"", ""有售后维修点嘛？"", ""石头扫地机的维修点有哪些？"", ""如何联系售后"", ""如何缴纳检修费用"", ""可以修改取件时间吗？"", ""如何更换发票"", ""维修地点在哪里"", ""越障门槛条增高版在哪里买？"", ""如何预约拆机"", ""如何报修"", ""上门维修"", ""晒单权益有什么"", ""清水箱坏了"", ""老客户没有优惠吗"", ""污水管接口断了"", ""如何买T6的配件"", ""滤网没有收到"", ""更换电池多少钱"", ""购机是否有赠品？"", ""扫地机上门收费标准"", ""设备需要维修怎么办？"", ""维修地点有么？"", ""已经申请退款"", ""请处理一下退款申请"", ""为什么我没有时来运转的礼盒呢"", ""少发货怎么办"", ""如何撤回维修单"", ""如何快递预约"", ""返厂维修"", ""如何申请报修单"", ""底座充电片坏了"", ""如何进行售后维修？"", ""驱动轮坏了"", ""增高爬坡垫有吗"", ""如何购买电池"", ""扫地机进水需维修怎么办"", ""越障门槛条怎么加购延长件？"", ""延长件在哪里买"", ""新用户专享礼是什么"", ""主轮损坏如何维修"", ""购买的配件和原装对不上"", ""如何联系维修"", ""赠品没发全"", ""预约维修"", ""如何取消预约"", ""要加高套件怎么下单？"", ""拖布支架在哪里买"", ""要买拖布支架"", ""怎么领取石来运转礼品"", ""我的扫地机器人坏了"", ""怎么修"", ""洗地机的过滤海绵在哪里买？"", ""过滤海绵有没有卖的"", ""主轮轮胎皮磨损没了"", ""安装预约时间约满怎么办"", ""朋友圈晒单礼是什么？"", ""咨询拆装服务"", ""内购有哪些优惠"", ""我要重新下单"", ""请帮我尽快退款"", ""拖布上的胶带不粘了在哪里买？"", ""旋转拖布的粘胶怎么买"", ""万向轮怎么购买"", ""购机礼包有什么"", ""有在线服务么？"", ""进水短路怎么办"", ""退货帮我通过一下"", ""如何购买水箱"", ""我想要一块爬坡版"", ""维修支付链接在哪里？"", ""预约安装失败怎么办"", ""洗地机清洁毛刷如何购买"", ""预约安装为什么被取消"", ""为什么取消安装没有通知"", ""售后订单如何支付"", ""发一下水箱购买链接"", ""购买拖布支架"", ""预约寄件后快递员未上门取件应如何处理？"", ""反馈的问题目前进展如何？"", ""预约安装电话填写错误"", ""购买底部托盘配件"", ""购买清洗盘"", ""购买清洗槽"", ""高速自清洁刷购买"", ""朋友圈晒单"", ""如何购买一次性拖布支架"", ""购买的清洁液漏液"", ""人工"", ""转人工"", ""买水箱"", ""维修故障原因查询"", ""申请取消延保审核"", ""返修的订单一直没有取件怎么办"", ""维修寄回哪些部分""]"
knowledge_base_v1_t1,ICWIKI202509280008,MEDIUM,,如何联系人工客服,如何缴纳检修费用 | 可以修改取件时间吗？,如何缴纳检修费用，可以修改取件时间吗？,"[""投诉"", ""设备出现损坏怎么办"", ""有售后维修点嘛？"", ""石头扫地机的维修点有哪些？"", ""如何联系售后"", ""如何缴纳检修费用"", ""可以修改取件时间吗？"", ""如何更换发票"", ""维修地点在哪里"", ""朋友圈晒单有什么要求？"", ""我买的配件不对呀"", ""购买的配件和原装对不上"", ""安装预约时间已经约满怎么办"", ""如何预约拆机"", ""开箱扫码晒单送好礼的发放的时间"", ""晒单礼怎么参与啊"", ""如何报修"", ""上门维修"", ""晒单权益有什么"", ""老客户没有优惠吗"", ""内购有哪些优惠"", ""咨询拆装服务"", ""需要返修"", ""洗衣机拆机服务"", ""屏幕脱胶怎么办"", ""洗衣机维修"", ""人工"", ""转人工""]"
knowledge_base_v1_t1,ICWIKI202509280008,MEDIUM,,如何联系人工客服,咨询拆装服务 | 需要返修,咨询拆装服务，需要返修,"[""投诉"", ""设备出现损坏怎么办"", ""有售后维修点嘛？"", ""石头扫地机的维修点有哪些？"", ""如何联系售后"", ""如何缴纳检修费用"", ""可以修改取件时间吗？"", ""如何更换发票"", ""维修地点在哪里"", ""朋友圈晒单有什么要求？"", ""我买的配件不对呀"", ""购买的配件和原装对不上"", ""安装预约时间已经约满怎么办"", ""如何预约拆机"", ""开箱扫码晒单送好礼的发放的时间"", ""晒单礼怎么参与啊"", ""如何报修"", ""上门维修"", ""晒单权益有什么"", ""老客户没有优惠吗"", ""内购有哪些优惠"", ""咨询拆装服务"", ""需要返修"", ""洗衣机拆机服务"", ""屏幕脱胶怎么办"", ""洗衣机维修"", ""人工"", ""转人工""]"
knowledge_base_v1_t1,ICWIKI202509290311,MEDIUM,,错误31-请擦拭前后感知传感器,错误三十一 | 请擦拭前后感知传感器,错误三十一，请擦拭前后感知传感器,"[""错误 31"", ""错误三十一"", ""请擦拭前后感知传感器""]"
knowledge_base_v1_t1,ICWIKI202510210024,MEDIUM,,一离开基站就离线怎么回事,为什么设备说“开始清扫” | 然后就不工作了,为什么设备说“开始清扫”，然后就不工作了,"[""主机离开基站就关机了"", ""出来后就不工作了"", ""为什么设备说“开始清扫”"", ""然后就不工作了"", ""离开了基站就离线了""]"
knowledge_base_v1_t1,ICWIKI202511030013,MEDIUM,,错误84-主机污水盒排水异常，请清理顶出机构,错误84-主机污水盒排水异常 | 请手动倒出污水,错误84-主机污水盒排水异常，请手动倒出污水,"[""错误84-主机污水盒排水异常"", ""请手动倒出污水"", ""并清理顶出机构"", ""错误84"", ""错误八十四"", ""主机污水盒排水异常"", ""请清理顶出机构""]"
knowledge_base_v1_t1,ICWIKI202511030013,MEDIUM,,错误84-主机污水盒排水异常，请清理顶出机构,请手动倒出污水 | 并清理顶出机构,请手动倒出污水，并清理顶出机构,"[""错误84-主机污水盒排水异常"", ""请手动倒出污水"", ""并清理顶出机构"", ""错误84"", ""错误八十四"", ""主机污水盒排水异常"", ""请清理顶出机构""]"
knowledge_base_v1_t1,ICWIKI202512010011,MEDIUM,,错误 62-请检查清洗槽滤网,错误六十二 | 请检查清洗槽滤网,错误六十二，请检查清洗槽滤网,"[""错误 62"", ""错误六十二"", ""请检查清洗槽滤网"", ""清洗槽滤网可能堵塞"", ""请检查并清理""]"
knowledge_base_v1_t1,ICWIKI202601070011,MEDIUM,,如何维护扫地机,如何清洁可水洗滤网 | 可水洗滤网怎么装回,如何清洁可水洗滤网，可水洗滤网怎么装回,"[""如何维护主刷"", ""中间滚刷那个整体能拆吗？"", ""如何清洁可水洗滤网"", ""可水洗滤网怎么装回"", ""尘盒怎么装回"", ""如何安装主刷罩"", ""软胶主刷如何安装"", ""主刷怎么装不上去了？"", ""边刷怎么拆卸"", ""边刷怎么更换"", ""万向轮怎么拆卸"", ""万向轮怎么装回"", ""如何清洁扫地机"", ""日常怎么清洁扫地机""]"
knowledge_base_v1_t1,ICWIKI202601140048,MEDIUM,,主机可进入高度,扫地机进入高度 | 可以通过多高的距离,扫地机进入高度，可以通过多高的距离,"[""床底高度多少能够通过"", ""扫地机进入高度"", ""可以通过多高的距离"", ""可以通过最低多高的位置"", ""最低打扫高度""]"
knowledge_base_v1_t1,ICWIKI202601140048,MEDIUM,,主机可进入高度,可以通过多高的距离 | 可以通过最低多高的位置,可以通过多高的距离，可以通过最低多高的位置,"[""床底高度多少能够通过"", ""扫地机进入高度"", ""可以通过多高的距离"", ""可以通过最低多高的位置"", ""最低打扫高度""]"
knowledge_base_v1_t1,ICWIKI202603240006,MEDIUM,,扫地机如何重启,点哪个重新启动 | 可以在手机上重启吗？,点哪个重新启动，可以在手机上重启吗？,"[""设备重启怎么弄"", ""重启在哪儿"", ""重新启动的步骤"", ""重启键怎么重新启动"", ""重启设备怎么操做？"", ""点哪个重新启动"", ""可以在手机上重启吗？"", ""APP上重启设备的选项在哪里"", ""app如何重启设备"", ""如何用手机重启"", ""如何重新开机？"", ""怎么重新开机？""]"
